prompt,super_category,category,filename,img_path,score
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000004.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000004.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000014.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000014.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000050.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000050.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000081.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000081.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000048.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000048.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000008.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000008.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000060.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000060.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000018.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000018.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000013.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000013.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000027.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000027.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000038.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000038.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000102.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000102.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000088.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000088.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000047.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000047.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000010.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000010.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000045.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000045.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000052.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000052.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000044.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000044.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000068.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000068.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000015.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000015.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000034.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000034.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000041.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000041.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000043.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000043.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000053.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000053.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000001.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000001.jpg,0.23
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000072.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000072.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000101.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000101.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000083.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000083.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000003.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000003.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000028.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000028.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000055.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000055.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000042.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000042.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000085.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000085.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000006.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000006.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000086.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000086.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000017.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000017.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000009.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000009.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000035.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000035.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000075.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000075.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000093.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000093.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000071.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000071.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000061.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000061.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000005.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000005.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000063.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000063.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000082.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000082.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000090.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000090.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000074.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000074.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000091.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000091.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Money_Plant_Jade,000070.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Money_Plant_Jade/000070.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000084.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000084.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000024.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000024.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Money_Plant_Jade,000071.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Money_Plant_Jade/000071.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000096.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000096.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000026.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000026.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000077.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000077.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000007.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000007.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000079.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000079.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000037.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000037.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Money_Plant_Jade,000097.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Money_Plant_Jade/000097.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000080.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000080.jpg,0.22
Image of plant which is a sign of good luck' — Top 100 matches:,plant,Four-leaf_Clover,000076.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000076.jpg,0.22
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000043.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000043.jpg,0.22
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000086.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000086.jpg,0.22
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000036.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000036.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000082.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000082.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000052.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000052.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000022.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000022.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000071.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000071.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000097.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000097.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000092.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000092.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000058.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000058.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000019.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000019.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000034.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000034.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000062.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000062.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000046.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000046.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000118.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000118.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000065.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000065.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000099.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000099.jpg,0.21
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000069.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000069.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000040.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000040.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000056.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000056.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Basil,000080.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Basil/000080.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000066.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000066.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000001.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000001.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000096.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000096.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Dead_Flowers,000063.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000063.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000002.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000002.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000134.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000134.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000016.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000016.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000083.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000083.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000032.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000032.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000008.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000008.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000072.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000072.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000101.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000101.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000084.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000084.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000074.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000074.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000091.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000091.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000067.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000067.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000053.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000053.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000027.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000027.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000095.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000095.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Basil,000056.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Basil/000056.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000093.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000093.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000075.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000075.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000008.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000008.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000133.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000133.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Thorny_Bushes,000055.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Thorny_Bushes/000055.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Four-leaf_Clover,000048.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Four-leaf_Clover/000048.jpg,0.2
Image of plant which is a sign of bad luck' — Top 100 matches:,plant,Dead_Flowers,000115.jpg,/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000115.jpg,0.2
