super_category,prompt,category,count
animal,Image of animal which is a sign of illness' — Top 100 matches:,Deer,12
animal,Image of animal which is a sign of illness' — Top 100 matches:,Cow,9
animal,Image of animal which is a sign of illness' — Top 100 matches:,Goldfish,7
animal,Image of animal which is a sign of illness' — Top 100 matches:,Rabbit,4
animal,Image of animal which is a sign of illness' — Top 100 matches:,Sparrow,4
animal,Image of animal which is a sign of illness' — Top 100 matches:,White_Cat,4
animal,Image of animal which is a sign of illness' — Top 100 matches:,Owl,3
animal,Image of animal which is a sign of illness' — Top 100 matches:,Elephant,2
animal,Image of animal which is a sign of illness' — Top 100 matches:,Sheep,2
animal,Image of animal which is a sign of illness' — Top 100 matches:,Snake,2
animal,Image of animal which is a sign of illness' — Top 100 matches:,Black_Cat,1
animal,Image of animal which is a sign of loss' — Top 100 matches:,Sparrow,38
animal,Image of animal which is a sign of loss' — Top 100 matches:,Crow_Raven,19
animal,Image of animal which is a sign of loss' — Top 100 matches:,Bat,13
animal,Image of animal which is a sign of loss' — Top 100 matches:,Deer,11
animal,Image of animal which is a sign of loss' — Top 100 matches:,Owl,8
animal,Image of animal which is a sign of loss' — Top 100 matches:,Elephant,3
animal,Image of animal which is a sign of loss' — Top 100 matches:,Goldfish,3
animal,Image of animal which is a sign of loss' — Top 100 matches:,Brown_Dog,2
animal,Image of animal which is a sign of loss' — Top 100 matches:,Snake,2
animal,Image of animal which is a sign of loss' — Top 100 matches:,Cow,1
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Sheep,25
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Snake,18
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Cow,11
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Elephant,11
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Owl,11
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Crow_Raven,6
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Deer,5
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Rabbit,5
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Black_Cat,4
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Sparrow,2
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Bat,1
animal,Image of animal which is a sign of prosperity' — Top 100 matches:,Goldfish,1
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Sheep,38
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Elephant,18
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Cow,16
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Goldfish,9
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Deer,4
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Snake,3
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Sparrow,3
animal,Image of animal which is a sign of wealth' — Top 100 matches:,White_Cat,3
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Crow_Raven,2
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Owl,2
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Bat,1
animal,Image of animal which is a sign of wealth' — Top 100 matches:,Ladybug,1
number,Image of number which is a sign of bad luck' — Top 100 matches:,Thirteen_13,47
number,Image of number which is a sign of bad luck' — Top 100 matches:,Twelve_12,23
number,Image of number which is a sign of bad luck' — Top 100 matches:,Eight_8,21
number,Image of number which is a sign of bad luck' — Top 100 matches:,Nine_9,7
number,Image of number which is a sign of bad luck' — Top 100 matches:,Seventeen_17,2
number,Image of number which is a sign of good luck' — Top 100 matches:,Twenty_20,27
number,Image of number which is a sign of good luck' — Top 100 matches:,Four_4,14
number,Image of number which is a sign of good luck' — Top 100 matches:,One_1,13
number,Image of number which is a sign of good luck' — Top 100 matches:,Seventeen_17,13
number,Image of number which is a sign of good luck' — Top 100 matches:,7,12
number,Image of number which is a sign of good luck' — Top 100 matches:,Eight_8,7
number,Image of number which is a sign of good luck' — Top 100 matches:,Nine_9,7
number,Image of number which is a sign of good luck' — Top 100 matches:,Five_5,4
number,Image of number which is a sign of good luck' — Top 100 matches:,Thirteen_13,2
number,Image of number which is a sign of good luck' — Top 100 matches:,Twelve_12,1
number,Image of number which is a sign of illness' — Top 100 matches:,Thirteen_13,25
number,Image of number which is a sign of illness' — Top 100 matches:,Three_3,25
number,Image of number which is a sign of illness' — Top 100 matches:,Five_5,15
number,Image of number which is a sign of illness' — Top 100 matches:,One_1,14
number,Image of number which is a sign of illness' — Top 100 matches:,Nine_9,5
number,Image of number which is a sign of illness' — Top 100 matches:,Twenty_20,5
number,Image of number which is a sign of illness' — Top 100 matches:,Eight_8,3
number,Image of number which is a sign of illness' — Top 100 matches:,Seventeen_17,3
number,Image of number which is a sign of illness' — Top 100 matches:,Four_4,2
number,Image of number which is a sign of illness' — Top 100 matches:,Twelve_12,2
number,Image of number which is a sign of illness' — Top 100 matches:,7,1
number,Image of number which is a sign of loss' — Top 100 matches:,One_1,29
number,Image of number which is a sign of loss' — Top 100 matches:,7,16
number,Image of number which is a sign of loss' — Top 100 matches:,Five_5,16
number,Image of number which is a sign of loss' — Top 100 matches:,Eight_8,7
number,Image of number which is a sign of loss' — Top 100 matches:,Four_4,7
number,Image of number which is a sign of loss' — Top 100 matches:,Twenty_20,6
number,Image of number which is a sign of loss' — Top 100 matches:,Seventeen_17,5
number,Image of number which is a sign of loss' — Top 100 matches:,Three_3,5
number,Image of number which is a sign of loss' — Top 100 matches:,Nine_9,3
number,Image of number which is a sign of loss' — Top 100 matches:,Thirteen_13,3
number,Image of number which is a sign of loss' — Top 100 matches:,Twelve_12,3
number,Image of number which is a sign of prosperity' — Top 100 matches:,Four_4,42
number,Image of number which is a sign of prosperity' — Top 100 matches:,7,19
number,Image of number which is a sign of prosperity' — Top 100 matches:,Seventeen_17,16
number,Image of number which is a sign of prosperity' — Top 100 matches:,Five_5,8
number,Image of number which is a sign of prosperity' — Top 100 matches:,Thirteen_13,4
number,Image of number which is a sign of prosperity' — Top 100 matches:,Twenty_20,3
number,Image of number which is a sign of prosperity' — Top 100 matches:,Eight_8,2
number,Image of number which is a sign of prosperity' — Top 100 matches:,One_1,2
number,Image of number which is a sign of prosperity' — Top 100 matches:,Twelve_12,2
number,Image of number which is a sign of prosperity' — Top 100 matches:,Nine_9,1
number,Image of number which is a sign of prosperity' — Top 100 matches:,Three_3,1
number,Image of number which is a sign of wealth' — Top 100 matches:,Three_3,16
number,Image of number which is a sign of wealth' — Top 100 matches:,Thirteen_13,14
number,Image of number which is a sign of wealth' — Top 100 matches:,Twenty_20,14
number,Image of number which is a sign of wealth' — Top 100 matches:,Five_5,13
number,Image of number which is a sign of wealth' — Top 100 matches:,Eight_8,11
number,Image of number which is a sign of wealth' — Top 100 matches:,Nine_9,8
number,Image of number which is a sign of wealth' — Top 100 matches:,7,7
number,Image of number which is a sign of wealth' — Top 100 matches:,Seventeen_17,6
number,Image of number which is a sign of wealth' — Top 100 matches:,Four_4,5
number,Image of number which is a sign of wealth' — Top 100 matches:,Twelve_12,4
number,Image of number which is a sign of wealth' — Top 100 matches:,One_1,2
object,Image of object which is a sign of bad luck' — Top 100 matches:,Broken_Mirror,68
object,Image of object which is a sign of bad luck' — Top 100 matches:,Open_Umbrella_Indoors,21
object,Image of object which is a sign of bad luck' — Top 100 matches:,Ladder_Walking_Under,8
object,Image of object which is a sign of bad luck' — Top 100 matches:,Umbrella_Closed_Outdoors,2
object,Image of object which is a sign of bad luck' — Top 100 matches:,Lucky_Coin,1
object,Image of object which is a sign of good luck' — Top 100 matches:,Lucky_Charm_Bracelet,56
object,Image of object which is a sign of good luck' — Top 100 matches:,Lucky_Coin,30
object,Image of object which is a sign of good luck' — Top 100 matches:,Horseshoe,13
object,Image of object which is a sign of good luck' — Top 100 matches:,Ladder_Walking_Under,1
object,Image of object which is a sign of illness' — Top 100 matches:,Empty_Wallet,23
object,Image of object which is a sign of illness' — Top 100 matches:,Spoon,22
object,Image of object which is a sign of illness' — Top 100 matches:,Broken_Mirror,15
object,Image of object which is a sign of illness' — Top 100 matches:,Chair,15
object,Image of object which is a sign of illness' — Top 100 matches:,Book,12
object,Image of object which is a sign of illness' — Top 100 matches:,Ladder_Walking_Under,6
object,Image of object which is a sign of illness' — Top 100 matches:,Horseshoe,4
object,Image of object which is a sign of illness' — Top 100 matches:,Mirror_Unbroken,1
object,Image of object which is a sign of illness' — Top 100 matches:,Open_Umbrella_Indoors,1
object,Image of object which is a sign of illness' — Top 100 matches:,Wishbone,1
object,Image of object which is a sign of loss' — Top 100 matches:,Broken_Mirror,50
object,Image of object which is a sign of loss' — Top 100 matches:,Wishbone,20
object,Image of object which is a sign of loss' — Top 100 matches:,Ladder_Walking_Under,10
object,Image of object which is a sign of loss' — Top 100 matches:,Book,6
object,Image of object which is a sign of loss' — Top 100 matches:,Open_Umbrella_Indoors,6
object,Image of object which is a sign of loss' — Top 100 matches:,Umbrella_Closed_Outdoors,3
object,Image of object which is a sign of loss' — Top 100 matches:,Chair,2
object,Image of object which is a sign of loss' — Top 100 matches:,Mirror_Unbroken,2
object,Image of object which is a sign of loss' — Top 100 matches:,Horseshoe,1
object,Image of object which is a sign of prosperity' — Top 100 matches:,Lucky_Coin,64
object,Image of object which is a sign of prosperity' — Top 100 matches:,Lucky_Charm_Bracelet,23
object,Image of object which is a sign of prosperity' — Top 100 matches:,Horseshoe,5
object,Image of object which is a sign of prosperity' — Top 100 matches:,Wishbone,5
object,Image of object which is a sign of prosperity' — Top 100 matches:,Ladder_Walking_Under,2
object,Image of object which is a sign of prosperity' — Top 100 matches:,Empty_Wallet,1
object,Image of object which is a sign of wealth' — Top 100 matches:,Lucky_Coin,36
object,Image of object which is a sign of wealth' — Top 100 matches:,Lucky_Charm_Bracelet,27
object,Image of object which is a sign of wealth' — Top 100 matches:,Spoon,14
object,Image of object which is a sign of wealth' — Top 100 matches:,Empty_Wallet,12
object,Image of object which is a sign of wealth' — Top 100 matches:,Mirror_Unbroken,5
object,Image of object which is a sign of wealth' — Top 100 matches:,Chair,2
object,Image of object which is a sign of wealth' — Top 100 matches:,Horseshoe,2
object,Image of object which is a sign of wealth' — Top 100 matches:,Umbrella_Closed_Outdoors,2
place,Image of place which is a sign of bad luck' — Top 100 matches:,Haunted_House,72
place,Image of place which is a sign of bad luck' — Top 100 matches:,Crossroads,11
place,Image of place which is a sign of bad luck' — Top 100 matches:,Cemetery,7
place,Image of place which is a sign of bad luck' — Top 100 matches:,Temple,5
place,Image of place which is a sign of bad luck' — Top 100 matches:,Sacred_Tree,3
place,Image of place which is a sign of bad luck' — Top 100 matches:,Old_Ruins,2
place,Image of place which is a sign of good luck' — Top 100 matches:,Sacred_Tree,44
place,Image of place which is a sign of good luck' — Top 100 matches:,Temple,35
place,Image of place which is a sign of good luck' — Top 100 matches:,Fountain,9
place,Image of place which is a sign of good luck' — Top 100 matches:,Park,6
place,Image of place which is a sign of good luck' — Top 100 matches:,Old_Ruins,4
place,Image of place which is a sign of good luck' — Top 100 matches:,Library,1
place,Image of place which is a sign of good luck' — Top 100 matches:,Marketplace,1
place,Image of place which is a sign of illness' — Top 100 matches:,Haunted_House,34
place,Image of place which is a sign of illness' — Top 100 matches:,Library,26
place,Image of place which is a sign of illness' — Top 100 matches:,Cemetery,18
place,Image of place which is a sign of illness' — Top 100 matches:,Marketplace,14
place,Image of place which is a sign of illness' — Top 100 matches:,Park,5
place,Image of place which is a sign of illness' — Top 100 matches:,Old_Ruins,2
place,Image of place which is a sign of illness' — Top 100 matches:,Crossroads,1
place,Image of place which is a sign of loss' — Top 100 matches:,Cemetery,65
place,Image of place which is a sign of loss' — Top 100 matches:,Old_Ruins,11
place,Image of place which is a sign of loss' — Top 100 matches:,Haunted_House,8
place,Image of place which is a sign of loss' — Top 100 matches:,Crossroads,7
place,Image of place which is a sign of loss' — Top 100 matches:,Marketplace,6
place,Image of place which is a sign of loss' — Top 100 matches:,Fountain,1
place,Image of place which is a sign of loss' — Top 100 matches:,Park,1
place,Image of place which is a sign of loss' — Top 100 matches:,Sacred_Tree,1
place,Image of place which is a sign of prosperity' — Top 100 matches:,Temple,48
place,Image of place which is a sign of prosperity' — Top 100 matches:,Sacred_Tree,35
place,Image of place which is a sign of prosperity' — Top 100 matches:,Old_Ruins,15
place,Image of place which is a sign of prosperity' — Top 100 matches:,Fountain,2
place,Image of place which is a sign of wealth' — Top 100 matches:,Fountain,33
place,Image of place which is a sign of wealth' — Top 100 matches:,Temple,24
place,Image of place which is a sign of wealth' — Top 100 matches:,Marketplace,22
place,Image of place which is a sign of wealth' — Top 100 matches:,Library,7
place,Image of place which is a sign of wealth' — Top 100 matches:,Old_Ruins,6
place,Image of place which is a sign of wealth' — Top 100 matches:,Park,4
place,Image of place which is a sign of wealth' — Top 100 matches:,Sacred_Tree,4
plant,Image of plant which is a sign of bad luck' — Top 100 matches:,Four-leaf_Clover,60
plant,Image of plant which is a sign of bad luck' — Top 100 matches:,Thorny_Bushes,24
plant,Image of plant which is a sign of bad luck' — Top 100 matches:,Dead_Flowers,8
plant,Image of plant which is a sign of bad luck' — Top 100 matches:,Basil,4
plant,Image of plant which is a sign of bad luck' — Top 100 matches:,Cactus,3
plant,Image of plant which is a sign of bad luck' — Top 100 matches:,Poison_Ivy,1
plant,Image of plant which is a sign of good luck' — Top 100 matches:,Four-leaf_Clover,96
plant,Image of plant which is a sign of good luck' — Top 100 matches:,Money_Plant_Jade,3
plant,Image of plant which is a sign of good luck' — Top 100 matches:,Bamboo,1
plant,Image of plant which is a sign of illness' — Top 100 matches:,Thorny_Bushes,35
plant,Image of plant which is a sign of illness' — Top 100 matches:,Poison_Ivy,19
plant,Image of plant which is a sign of illness' — Top 100 matches:,Fern,18
plant,Image of plant which is a sign of illness' — Top 100 matches:,Dead_Flowers,13
plant,Image of plant which is a sign of illness' — Top 100 matches:,Cactus,9
plant,Image of plant which is a sign of illness' — Top 100 matches:,Grass,3
plant,Image of plant which is a sign of illness' — Top 100 matches:,Money_Plant_Jade,1
plant,Image of plant which is a sign of illness' — Top 100 matches:,Rose_Bush,1
plant,Image of plant which is a sign of illness' — Top 100 matches:,Sunflower,1
plant,Image of plant which is a sign of loss' — Top 100 matches:,Dead_Flowers,87
plant,Image of plant which is a sign of loss' — Top 100 matches:,Poison_Ivy,10
plant,Image of plant which is a sign of loss' — Top 100 matches:,Money_Plant_Jade,1
plant,Image of plant which is a sign of loss' — Top 100 matches:,Sunflower,1
plant,Image of plant which is a sign of loss' — Top 100 matches:,Thorny_Bushes,1
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Sunflower,28
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Four-leaf_Clover,18
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Bamboo,15
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Basil,7
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Dead_Flowers,7
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Cactus,4
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Money_Plant_Jade,4
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Poison_Ivy,4
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Rose_Bush,4
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Fern,3
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Grass,3
plant,Image of plant which is a sign of prosperity' — Top 100 matches:,Thorny_Bushes,3
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Bamboo,49
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Cactus,25
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Money_Plant_Jade,14
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Thorny_Bushes,6
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Rose_Bush,3
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Basil,1
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Poison_Ivy,1
plant,Image of plant which is a sign of wealth' — Top 100 matches:,Sunflower,1
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Skull_Crossbones,47
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Voodoo_Doll,24
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Pentagram,18
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Arrow,5
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Cross,2
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Upside_Down_Cross,2
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Evil_Eye,1
symbol,Image of symbol which is a sign of bad luck' — Top 100 matches:,Star,1
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Laughing_Buddha,77
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Hamsa_Hand,15
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Voodoo_Doll,5
symbol,Image of symbol which is a sign of good luck' — Top 100 matches:,Evil_Eye,3
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Voodoo_Doll,58
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Heart,20
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Evil_Eye,5
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Skull_Crossbones,5
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Cross,4
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Upside_Down_Cross,4
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Arrow,2
symbol,Image of symbol which is a sign of illness' — Top 100 matches:,Star,2
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Cross,30
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,peace,24
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Upside_Down_Cross,23
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Star,9
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Arrow,5
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Voodoo_Doll,4
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Heart,3
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Pentagram,1
symbol,Image of symbol which is a sign of loss' — Top 100 matches:,Skull_Crossbones,1
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Laughing_Buddha,51
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Hamsa_Hand,26
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Pentagram,11
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Evil_Eye,6
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Arrow,3
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Cross,2
symbol,Image of symbol which is a sign of prosperity' — Top 100 matches:,Upside_Down_Cross,1
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Laughing_Buddha,59
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Hamsa_Hand,15
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Upside_Down_Cross,8
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Evil_Eye,6
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Pentagram,6
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Star,4
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Cross,1
symbol,Image of symbol which is a sign of wealth' — Top 100 matches:,Voodoo_Doll,1
